UniqueID,DateTime,Location_Cleaned,Operator_Cleaned,Flight #,Route,Aircraft Type,Registration,Total_Aboard,Passengers_Aboard,Crew_Aboard,Total_Fatalities,Passengers_Fatalities,Crew_Fatalities,Summary
3598d13f8066070dfee5db428a246317,1919-10-30 00:00:00,"Long Valley, New Jersey",US Aerial Mail Service,Unknown,Unknown,De Havilland DH.4,77,1,0,1,1,0,1,"While on a mail flight to New York the pilot encountered bad weather conditions and reduced his altitude to maintain a visual contact with the ground. Eventually, he decided to make an emergency landing in Long Valley, west of Newark. Aircraft hit the ground and crashed."
e5a5b48a893afba10985246a12fe91fa,1919-12-11 00:00:00,"Catherham, Surrey, UK",Aircraft Travel Transport,Unknown,Paris - Hounslow,de Havilland DH-4,G-EAHF,2,1,1,2,1,1,Crashed in a field while attemptting to land.
e23d7de1eb71e150d8e17cfba90bdf5d,1920-03-10 00:00:00,"New Paris, Indiana",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,65,1,0,1,1,0,1,"While on a a mail flight, the aircraft hit trees in fog and crashed in a wooded area."
07529d1f12a146a2524be66f25e2a8fa,1920-03-30 00:00:00,"Newark, New Jersey",US Aerial Mail Service,Unknown,Washington - Newark,De Havilland DH-4,72,1,0,1,1,0,1,George Sherlock was killed when his mail plane crashed into a chimney while attempting to land at Heller Field in poor visibility.
5df381c42d53b15cc5d0e3633bb0037d,1920-04-10 00:00:00,"Newark, New Jersey",US Aerial Mail Service,Unknown,Unknown,Curtiss R-4LM,49,2,1,1,1,0,1,After a fire erupted in flight the pilot decided to make an emergency landing but the aircraft crashed.
3db45c465503d4f5e667152153d91eca,1920-04-11 00:00:00,"Heller Field, New Jersey",US Aerial Mail Service,Unknown,Unknown,Curtiss JN-4H,44,2,1,1,1,0,1,The aircraft crashed while on approach for unknown reasons.
891710d44007f518e46c83007ff3c560,1920-05-12 00:00:00,"Oskaloosa, Iowa",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,79,2,1,1,1,1,0,"In worsening weather conditions, the pilot lost his sense of orientation and crashed in a field."
f9c831ee03e0874517888e7062c472e3,1920-06-06 00:00:00,"Cleveland, Ohio",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,204,1,0,1,1,0,1,The aircraft suffered engine failure and crashed shortly after taking off.
22746944f134b6ba0796501e1f65570f,1920-07-20 00:00:00,"Cartagena, Columbia",Compañia Colombiana de Navegación Aérea,Unknown,Unknown,Farman F-40,Unknown,2,1,1,2,1,1,Crashed while taking off after engine failure. Engine failure due to fuel exhaustion.
9fbef99e465df593cc76fafe6c249c85,1920-08-16 00:00:00,"Bedford, England",By Air,Unknown,Unknown,Armstrong-Whitworth F-K-8,G-EALW,1,0,1,1,0,1,The plane crashed during a cargo flight under unknown circumstances.
9c01cc53943f3321b1dd28d93df45789,1920-08-16 00:00:00,"College Park, Maryland",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,317,1,0,1,1,0,1,"While approaching in poor visibility to land, the plane hit a radio mast and crashed in flames."
e3986663b6612cce41a3a21fa7da8a7c,1920-09-01 00:00:00,"Morristown, New Jersey",US Aerial Mail Service,Unknown,Unknown,Junkers JL-6,305,2,0,2,2,0,2,"While en route, the mail plane went out of control and crashed after experiencing an in flight fire."
d59207cd4608a210179dafbb77f360f0,1920-09-15 00:00:00,"Pemberville, Ohio",US Aerial Mail Service,Unknown,Unknown,Junkers F-13,308,0,0,0,0,0,0,The pilot crashed after attempting to make an emergency landing after the engine caught fire.
1b0e24c6b1689793190eff3ee41bb572,1920-09-27 00:00:00,"Hillersburg, Pennsylvania",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,316,1,0,1,1,0,1,The plane struck power lines and crashed in flames after flying at a low altitude in poor visibility.
87970718f681bf960a75d2a7d627e8a9,1920-10-02 00:00:00,"Off Port Vendres, France",Latecoere Airlines,Unknown,Unknown,Salmson 2-A-2,F-ALAI,2,1,1,2,1,1,Crashed into the Mediterranean while on a mail flight.
b1a18cf0d9c13a5d2fe8f245919f5581,1920-10-05 00:00:00,"Valencia, Spain",Latecoere Airlines,Unknown,Unknown,Breguet 14,F-ALTA,2,1,1,2,1,1,While on a mail flight the plane crashed while attempting to land.
ded718912869d2848afa09f70743873d,1920-10-15 00:00:00,"Batavia, Illinois",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,76,1,0,1,1,0,1,While attempting to land in fog the aircraft hit an obstruction and crashed.
4b280d90b3fd2eda953c63c570bc5bb7,1920-11-07 00:00:00,"Tie Siding, Wyoming",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,Unknown,1,0,1,1,0,1,The aircraft crashed into a mountain in poor weather condtions.
605486cec3c9762c2e9877ad14aa4b05,1920-12-14 12:15:00,"London, England",Handley Page Transport,Unknown,London - Paris,Handley Page HP-16,G-EAMA,8,6,2,4,2,2,The plane failed to gain altitude after taking off from Criclklewood and crashed into a tree and a house. Pilot error in taking off towards a hill in unfavorable wind conditions and fog.The first commercial air disaster to result in passenger fatalities during a regularly scheduled service..
69b5d507442e45f648c29a400b00e6b9,1920-12-24 00:00:00,"Barcelona, Spain",Aeropostale,Unknown,Unknown,Breguet 14,F-ALBO,1,0,1,1,0,1,The aircraft stalled and crashed when an engine failed.
491ac9930e252e7012c041befd6b3eef,1921-02-03 00:00:00,"Mendotta, Minnisota",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,130,1,0,1,1,0,1,Shortly after takeoff from Minneapolis-World Chamberlain Field the engine failed. The aircraft lost altitude and crashed  in a field.
4b728de5449b9ce21de92abc1516c02a,1921-02-09 00:00:00,"La Crosse, Wisconsin",US Aerial Mail Service,Unknown,Unknown,Junkers F-13,301,3,0,3,3,0,3,Crashed for unknown reasons. Both pilots and the mechanic were killed.
e32474cdf2ec8f54f8aeddcbe7b8d3b8,1921-02-15 00:00:00,Off Gibraltar,Aeropostale,Unknown,Unknown,Breguet 14,F-ALBA,2,0,2,2,0,2,The mail fligh encountered poor weather conditions and crashed into the ocean while on approach to Gibraltar. The bodies of the crew were never recovered.
14ef94d2d0be061addd62656b02055be,1921-02-22 00:00:00,"Elko, Nevada",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,67,1,0,1,1,0,1,"Shortly after taking off, the aircraft stalled and crashed ."
21996a8fe9d0fe822bd4ca84a86f1870,1921-04-06 00:00:00,"Point Cook, Australia",Military - Royal Australian Air Force,Unknown,Unknown,Avro 504,H3021,0,0,0,0,0,0,"Shortly after taking off on a training flight, the aircraft dove into the ground and exploded in flames."
5c8fe4157ff6258006d0a682b84c499c,1921-04-21 00:00:00,"Mitchel Field, NY",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,160,1,0,1,1,0,1,After taking off the aircraft stalled and crashed.
ecc25a5d5bb87f03c846e522ccdcf804,1921-04-29 00:00:00,"Cleveland, Ohio",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,196,1,0,1,1,0,1,"The aircraft crashed in a field, short of the runway, a few minutes before its scheduled arrival in Cleveland. The weather was poor with fog."
feaf5f8be52c3fd4e2207353f7d7862a,1921-05-17 00:00:00,"Rock Springs, Wyoming",US Aerial Mail Service,Unknown,Unknown,"De Havilland DH-4
De Havilland DH-4",176,1,0,1,1,0,1,Crashed while attempting to land.
287ff8ecc3ad327c2d55485c1221267a,1921-08-14 00:00:00,"Toulouse, France",Aeropostale,Unknown,Unknown,Breguet 14,F-ALBI,0,0,0,0,0,0,?
41d6074fb1212a21466dc5c8ca05e933,1921-08-24 17:40:00,"River Humber, England",Military - Royal Airship Works,Unknown,Unknown,Royal Airship Works ZR-2 (airship),R-38,49,0,49,43,0,43,"Crashed due to structural failure followed by two explosions and a fire. Attributed to faulty design. This was a test flight before being handed over to the navy. Thirty-two British and 17 Americans were on board, and the survivors were 5 British and 1 American.  The fatalities included the designer, Charles Campbell, who had copied a captured German design intended for high-altitude flight, therefore the skeleton was a bit weaker than some.  The pilot overstressed it by attempting a turn at 62 mph at low altitude."
38822ce6754f162f41046055e20121c6,1921-09-06 00:00:00,"Paris, France",Franco-Roumaine,Unknown,Warsaw - Prague - Strasbourg - Paris,Potez IX,F-ADCD,5,4,1,5,4,1,Crashed while making an approach to Le Bourget Airport in Paris. Pilot aborted the landing due to another aircraft on the runway.
2c66aed25007e44c14bf862cc15ef0f6,1921-12-05 00:00:00,"Murchinson River, Australia",West Australian Airways,Unknown,Geraldton - Derby,Bristol 28 Tourer,G-AUDI,2,0,2,2,0,2,On approach to Geraldton the plane crashed near the Murchinson River. Considered the first commercial flight in Australila.
bec0089e17d1295fcd2cd46649471952,1922-01-14 00:00:00,"Paris, France",Handley Page Transport,Unknown,Unknown,Handley Page O/10,G-EATN,5,4,1,5,4,1,Crashed at Le Bourget field.
e3f1739d8c1803cd48cecdeb2545a139,1922-02-21 00:00:00,"Norfolk, Virginia",Military - U.S. Army Air Service,Unknown,Unknown,Dirigible Roma (airship),Unknown,0,0,0,0,0,0,Crashed from a height of 500 ft. after experiencing control problems cause by malfunctioning controls.
f2bcd4dfa3b8c9355033ba89f83fbf54,1922-03-22 11:40:00,North Atlantic Ocean,Aero Limited,Unknown,Miami - Bimini,Aeromarine Model 85 (flying boat),Unknown,6,5,1,5,5,0,"The plane ditched into the ocean about 40 miles East of Florida after a propeller blade broke. Only the pilot survived, being picked up over 2 days later. The flying boat was named Miss Miami."
d4d4eb55d0e45791bf8e7e63814a7a0c,1922-04-07 13:15:00,"Grandvilliers, France",Daimler Airways / Grands Express Aeriens,Unknown,Croydon - Le Bourget,de Havilland DH-18 / Farman F-60 Goliath,G-EAOW/FGEAD,7,5,2,7,5,2,"A midair collision occurred at 400 ft. in poor visibility approximately 18 miles north of Beauvais, France. The pilots of both planes were using the road as a route marker in bad weather and poor visibility. This was the  first commercial midair collision in aviation history. Two killed on the de Havilland, five on the Faman F-60."
261d8662418884704589560cf5027b07,1922-04-08 00:00:00,"Pao Ting Fou, China",Unknown Operator,Unknown,Test,Unknown,Unknown,17,0,17,17,0,17,Aboard were all workers taking part in a flight test. All seventeen aboard were Chinese nationals.
4a24ba95ba14c9c6867a3eff6249505f,1922-06-03 00:00:00,"Off Folkestone, Kent, England",Cie des Messageries Aeriennes,Unknown,Croydon - Paris,Bleriot Spad 27,F-ACMH,3,2,1,3,2,1,Went down into the English Channel while en route.
f7daa58f5a0564c68e3623bc23a5a905,1922-07-04 00:00:00,"Fuhlsbuttel, Germany",Unknown Operator,Unknown,Hamburg - Berlin,LVG C VI,Unknown,3,2,1,2,1,1,"The passenger/mail plane lost it's engine while taking off and crashed into trees. Actress Fern Andra survived the accident but her director, Georg Bluen did not. The pilot, Lothar von Richthofen, was also killed. He was a World War I ace and brother of Manfred von Richthofen (The Red Baron)."
7c9d81a0c5fe48147ed719cd32e287f6,1922-07-16 16:45:00,"Saverne, Lorraine, France",Compagnie Franco-Roumaine de Navigaation Aerienne,Unknown,Strasbourg - Paris,Potez 29,F-FREI,5,4,1,5,4,1,Lost an engine and could not make an emergency landing because of gusty winds. Stalled while making a turn and crashed.
db6cab03da7a53133d7ec55ffdf5bb5f,1922-07-26 00:00:00,"Cadix, Spain",Grands Express Aeriens,Unknown,Unknown,Breguet 14,F-ALVE,3,2,1,3,2,1,"While attempting to make an emergency landing due to engine problems, the aircraft hit telephone lines and crashed."
71b7ec0341560d521910c5c0d0e03503,1922-09-07 00:00:00,"Indianapolis, Indiana",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,227,1,0,1,1,0,1,The plane stalled shortly after takeoff and crashed.
2aaaa7ef56b17ba6d43a2c4aa11688e8,1922-10-02 00:00:00,"Venice, Italy",de Havilland Air Service,Unknown,Venice - London,de Havilland DH-9,G-EAYT,4,3,1,4,3,1,Shortly after taking off the plane crashed into the sea and sank.
430eacda78904b8e7ae0c193de4efd0d,1922-10-25 00:00:00,"Larache, Morocco",Grands Express Aeriens,Unknown,Unknown,Breguet 14,Unknown,2,1,1,2,1,1,Crashed under unknown circumstances.
cb3f3bd96814e605b9790c5c94b8adb9,1922-12-03 00:00:00,"Fez, Morocco",Grands Express Aeriens,Unknown,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,F-ALNA,1,0,1,1,0,1,While flying in foggy conditions the pilot reduced altitude and crashed into a hill.
0e94c4b2cd750c8ae1fe55fcb33ccde5,1923-01-10 00:00:00,"Ajaccio, France",Amee de l'Air,Unknown,Unknown,Lioré-et-Olivier H-13,F-AEIB,4,2,2,3,1,2,The plane crashed mid-air due to a structural failure of the tail.
9f55f4075951b697fba43f62b5ab351d,1923-01-17 00:00:00,"Barcelona, Spain",Grands Express Aeriens,Unknown,Unknown,Breguet 14,F-ALJU,1,0,1,1,0,1,Crashed into a mountain during a snowstorm.
e3aa85e4d73804acdcfe91d491d7a025,1923-01-18 00:00:00,"Cheyenne, Wyoming",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,223,1,0,1,1,0,1,Crashed during a mail flight.
187c72f8b5a6f7f61bf09c9f163f2aa0,1923-02-26 00:00:00,"Meadville, Pennsylvania",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,291,1,0,1,1,0,1,The pilot lost control of the aircraft  while on approach in poor weather conditions.
71d80649e01abd7f4d2b09dbfed55001,1923-05-14 13:42:00,"Amiens, Picrdie, France",Grands Express Aeriens (Air Union),Unknown,Paris - London,Farman F-60 Goliath,F-AEBY,6,4,2,6,4,2,"Broke-up in mid air after suffering structural failure at 3,000 ft. after a onboard fire weakened the plane's structure losing a wing. Possibly started by a passenger discarding a match after lighting a cigarette."
66ce32df463044a8394949a6f3f7095a,1923-08-27 17:30:00,"East Mallling, United Kingdom",Air Union,Unknown,Paris - Berck-sur-Mer - Croydon,Farman F.60 Goliath,F-AECB,11,9,2,1,1,0,"The aircraft lost an engine about 45 minutes into the flight. As the plane was incapable of maintaining level flight with only one engine operating, the pilot decided to make an emergency landing. He asked the mechanic to ask two passengers to move towards the rear of the aircraft. This instruction was apparently misunderstood by the passengers, as four of them moved towards the rear of the aircraft. This affected the center of gravity of the aircraft, which then entered into a spin and crashed."
0ac287f328e4941a753a3eb494b6ed99,1923-08-27 00:00:00,"Bucharest, Romania",Campagnie France Roumaine,Unknown,Unknown,Blériot Spad 46,F-AEGN,2,1,1,2,1,1,Crashed while on approach to Bucharesst.
d4a2c2497fc74f0ba02ad792ee3740e8,1923-09-07 00:00:00,"Colton, Ohio",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,283,1,0,1,1,0,1,Crashed during an emergency landing attempt.
d27ccfffbd1b7b8f9b7aa247112e1748,,"Ivinghoe, Buckinghamshire, England",Daimler Airways,Unknown,Croydon - Manchester,de Havilland DH-34,G-EBBS,5,3,2,5,3,2,Crashed while attempting a forced landing after encountering heavy rain.
8ec05e122b8671a8eb1b07be2b9f1196,1923-11-18 00:00:00,Russia,CCCP,Unknown,Unknown,Junkers F-13,D-257,5,2,3,3,1,2,Crashed during a training flight.
7b84208c677f34a85932cf8405943f8a,1923-12-06 00:00:00,"Castalia, Ohio",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,318,1,0,1,1,0,1,Crashed under unknown circumstances.
52a975382af0e9ee34a606e1f4b878a5,,Over the Mediterranean Sea,Military - French Navy,Unknown,Toulon - Algiers,Zeppelin Dixmunde (airship),L-72,0,0,0,0,0,0,"Crashed while on a flight from Toulon, France to Algiers, Algeria.  The last known radio contact reported the ship nearly out of fuel and battling strong winds.  Struck by lightning."
78b17bbc940065d24367136ae0303ec8,1923-12-24 00:00:00,"Egbert, WY",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,315,1,0,1,1,0,1,Crashed into a montain in poor weather conditions.
b59a79735663689acddeadafbd7cf4a0,1924-03-07 00:00:00,"Grampian, Pennsylvania",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,327,1,0,1,1,0,1,Crashed during a snowstorm.
4c8215b68259aca6f45c25cc5eeab965,1924-04-24 00:00:00,Over the English Channel,KLM Royal Dutch Airlines,Unknown,"Lympne, England - Rotterdam, The Netherlands",Fokker F.III,H-NABS,3,2,1,3,2,1,The aircraft disappeared over the North Sea. The plane and passengers were never found.
0d3e069ac0d3c5f404aff52f724e1adc,1924-06-08 00:00:00,"Barranquilla, Colombia",SCADTA,Unknown,Barranquilla - Bogota,Junkers F-13,A16,5,3,2,5,3,2,Stalled after taking off and crashed into houses..
77e2b3443abe8ff622574aafd8d8f4de,1924-08-01 00:00:00,United States,US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,297,1,0,1,1,0,1,"The pliot made a low pass in honor of another pilot who had died, stalled and cashed."
98e4b4d16d2eac3130623af4603921e4,1924-11-06 00:00:00,"Cabrerolles, France",Grands Express Aeriens,Unknown,Unknown,Breguet 14,F-AFBD,1,0,1,1,0,1,"While en route the pilot encountered thunderstorms, lost control and crashed."
46259edd9693eae2d76de1b2c04c6fd8,1924-12-21 00:00:00,"Goshen, Indiana",US Aerial Mail Service,Unknown,Unknown,De Havilland DH-4,311,1,0,1,1,0,1,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed."
2ad35fb8c15d93b492ff3024544620f8,,"Purley, England",Imperial Airways,Unknown,London - Paris,de Havilland DH-34B,G-EBBX,8,7,1,8,7,1,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing."
2f6625d94adb77981841dc659d82b8d4,1925-03-22 00:00:00,"Tiflis, Georgia, USSR",Zakavia,Unknown,Tiflis - Suchumi,Junkers F-13,R-RECA,5,3,2,5,3,2,Shortly after take off the plane went out of control and crashed in flames.
1dcff3dba24eb67416472fffb9cc980d,1925-04-25 00:00:00,"Alicante, Spain",Grands Express Aeriens,Unknown,Alicante - Barcelona - Toulouse,Breguet 14,F-AFBB,3,1,2,3,1,2,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed."
8dc3cb5b66d1fb0de3a6128804f42f7d,1925-06-25 00:00:00,"Landrécies, France",KLM Royal Dutch Airlines,Unknown,Amsterdam - Paris,Fokker (KLM)  F.III,H-NABM,4,3,1,4,3,1,"While in a turn in bad weather, the right wing struck trees and the plane crashed. Failure of an aileron in flight."
bebda34755b9abceb5c80fc11fb2513e,1925-06-26 00:00:00,"Alicante, Spain",Grands Express Aeriens,Unknown,Oran - Alicante,Lioré-et-Olivier LeO H-13,F-FREM,2,0,2,2,0,2,While attempting to land the seaplane hit a lightning mast and crashed.
db6bf6f9c6aefc8874c33b999070deb1,1925-07-20 00:00:00,"Rosas, Spain",Lignes Aeriennes Latecoere,Unknown,Toulouse - Barcelona,Breguet 14,F-AFBI,1,0,1,1,0,1,Crashed in unknown circumstance.
4ff4c8343a37db57648dbe11573fa4b6,1925-07-24 00:00:00,"Budapest, Hungary",CIDNA,Unknown,Unknown,Potez IX,Unknown,1,0,1,1,0,1,Crashed while attempting to land 10 km from the airport
86004978745efc7e44c57180efd2d6fe,1925-09-03 05:30:00,"Caldwell, Ohio",Military - U.S. Navy,Unknown,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),ZR-1,43,0,43,14,0,14,"The Shenandoah was flying over Southern Ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. Shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon. The airship was the first one inflated with helium instead of hydrogen, which may have saved lives since it did not explode when it came apart. The airship was the first one inflated with helium instead of hydrogen, which may have saved lives since it did not explode when it came apart."
